n,step_ratio,pattern,family,method_label,threshold_mode,threshold_range,gain_scheme,feedback_noise_alpha,feedback_bias_alpha,R,R_abs,R2,R2_norm,R2_max_norm,avg_switch_noidle,R_clean,R_abs_clean,configuration,log_R_degradation,log_R_abs_degradation
4,1.5,random,LFTA,LFTA-HT1,clamped,HT1,-,0.4,0.1,2.04603169,221.46381214,4.50453716,2.25226861,5.80747611,88.22196,2.01715363,229.92502834,LFTA|HT1|clamped|-,0.01421473252095877,-0.037494092251631105
4,1.5,random,LFTA,LFTA-HT1,clamped,HT1,-,0.4,0.2,2.07026068,220.64607143,4.56931307,2.28465654,6.14143775,89.28703999999999,2.01715363,229.92502834,LFTA|HT1|clamped|-,0.025987108068532955,-0.04119336102134837
4,1.5,random,LFTA,LFTA-HT2,clamped,HT2,-,0.0,0.0,1.5058149900000002,184.67119489,3.35929259,1.6796462500000002,3.3563601899999997,71.99544,1.5058149900000002,184.67119489,LFTA|HT2|clamped|-,0.0,0.0
4,1.5,random,LFTA,LFTA-HT2,clamped,HT2,-,0.0,0.05,1.5042579699999998,184.25336542,3.35682457,1.6784123,3.4177290799999995,72.24404,1.5058149900000002,184.67119489,LFTA|HT2|clamped|-,-0.0010345397999057036,-0.0022651224320665974
4,1.5,random,LFTA,LFTA-HT2,clamped,HT2,-,0.0,0.1,1.50764834,183.92476451,3.3661335500000003,1.68306676,3.54996706,72.52356,1.5058149900000002,184.67119489,LFTA|HT2|clamped|-,0.001216772879194125,-0.004050133384853181
4,1.5,random,LFTA,LFTA-HT2,clamped,HT2,-,0.0,0.2,1.53018426,183.41558014000003,3.42350683,1.7117534,3.89519729,73.16908000000001,1.5058149900000002,184.67119489,LFTA|HT2|clamped|-,0.0160538863000012,-0.0068224109390511425
4,1.5,random,LFTA,LFTA-HT2,clamped,HT2,-,0.05,0.0,1.50641435,184.48896765,3.3607610699999997,1.6803805399999998,3.40040157,72.30296,1.5058149900000002,184.67119489,LFTA|HT2|clamped|-,0.00039795111212181326,-0.0009872530857452995
4,1.5,random,LFTA,LFTA-HT2,clamped,HT2,-,0.05,0.05,1.50478508,184.10438601,3.35798366,1.6789918499999998,3.45386079,72.60484,1.5058149900000002,184.67119489,LFTA|HT2|clamped|-,-0.0006841892089482729,-0.0030740068252666872
4,1.5,random,LFTA,LFTA-HT2,clamped,HT2,-,0.05,0.1,1.50853094,183.73706296,3.3677527300000003,1.68387637,3.5860090600000003,72.92568,1.5058149900000002,184.67119489,LFTA|HT2|clamped|-,0.001802016621861523,-0.005071188889032421
4,1.5,random,LFTA,LFTA-HT2,clamped,HT2,-,0.05,0.2,1.5307956100000002,183.253244,3.42454876,1.7122743399999998,3.93275041,73.5826,1.5058149900000002,184.67119489,LFTA|HT2|clamped|-,0.016453333558129765,-0.007707875641360604
4,1.5,random,LFTA,LFTA-HT2,clamped,HT2,-,0.1,0.0,1.50771649,184.10704933,3.3631510600000003,1.68157547,3.4997687,73.54894,1.5058149900000002,184.67119489,LFTA|HT2|clamped|-,0.0012619747064047894,-0.003059540571672135
4,1.5,random,LFTA,LFTA-HT2,clamped,HT2,-,0.1,0.05,1.50632498,183.71543114,3.3609519999999997,1.68047603,3.54456419,73.84374,1.5058149900000002,184.67119489,LFTA|HT2|clamped|-,0.00033862304537787087,-0.005188928299553972
4,1.5,random,LFTA,LFTA-HT2,clamped,HT2,-,0.1,0.1,1.5098522,183.35945971,3.37048496,1.6852425,3.6669881,74.15,1.5058149900000002,184.67119489,LFTA|HT2|clamped|-,0.002677492015877101,-0.007128431929252319
