pop,n,step_ratio,pattern,threshold_range,added_term,comparison,baseline,with_term,baseline_mean_r2,with_term_mean_r2,condition_mean_reduction,relative_reduction_percent,term_reduced_error,wilcoxon_statistic,p_value,q_value,significant,baseline_mean_r2_norm,with_term_mean_r2_norm,condition_mean_reduction_norm
500,4,2.5,zigzag,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,1.05348731,1.05212106,0.00136625,0.1296883205930611,True,2422.0,0.7232283767760339,0.8294932255083117,False,0.526743655,0.52606053,0.000683125
500,4,2.5,zigzag,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,0.73578173,0.7171075600000002,0.01867417,2.5380040355174356,True,1990.0,0.0658411207762094,0.1154474446486961,False,0.367890865,0.3585537800000001,0.009337085
500,12,1.5,random,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,0.91515541,0.92019635,-0.0050409399999999,-0.550828847747291,False,2458.0,0.817806007749672,0.8900106951706719,False,0.2641826111569212,0.2656378051899055,-0.0014551940329843
500,12,1.5,random,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,1.6374188799999998,1.642499,-0.00508012,-0.3102517054157824,False,2224.0,0.3809955676346966,0.5605452029567951,False,0.4726821155720877,0.4741486198968456,-0.0014665043247578
500,12,1.5,scurve,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,2.7174820200000003,2.7383170600000004,-0.02083504,-0.7667038768484662,False,2012.0,0.0777554441909959,0.1344959034655065,False,0.7844694878824842,0.7904840458587725,-0.0060145579762883
500,12,1.5,scurve,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,4.73812857,4.7561174,-0.0179888299999999,-0.3796610778757311,False,2284.0,0.407310248043495,0.579285686106304,False,1.3677799026722783,1.3729728305937317,-0.0051929279214531
500,12,1.5,sharp,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,0.55467936,0.5555092899999999,-0.00082993,-0.1496233788111397,False,2378.0,0.6132542176643868,0.7336125220658085,False,0.1601221389049646,0.1603617190594189,-0.0002395801544542
500,12,1.5,sharp,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,1.8641084,1.86900783,-0.0048994299999999,-0.2628296723516719,False,2376.0,0.6084337865773708,0.7336125220658085,False,0.5381217432693214,0.5395360868840091,-0.0014143436146878
500,12,1.5,zigzag,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,2.58944463,2.60646643,-0.0170218,-0.6573533105436594,False,1704.0,0.0047596653931303,0.0089245573837556,True,0.7475082770910655,0.7524220474971114,-0.0049137704060459
500,12,1.5,zigzag,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,4.606616120000001,4.622464310000001,-0.01584819,-0.3440310541873421,False,2274.0,0.3881267260191617,0.5645479651187807,False,1.329815528467635,1.3343905068489692,-0.0045749783813341
500,12,2.5,random,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,1.28551859,1.2873050499999998,-0.00178646,-0.1389680409055775,False,2359.0,0.5681610364103444,0.7129863986325891,False,0.3710972519923841,0.3716129585733323,-0.0005157065809482
500,12,2.5,random,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,0.7108620000000002,0.71411746,-0.0032554599999999,-0.4579594914343426,False,2167.0,0.2183526766085562,0.3537866152644963,False,0.2052081835283379,0.2061479538820059,-0.000939770353668
500,12,2.5,scurve,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,3.57337989,3.6190408,-0.04566091,-1.277807325433849,False,1946.0,0.0465039699256207,0.0838381429644993,False,1.0315459207041475,1.0447270900441197,-0.0131811693399716
500,12,2.5,scurve,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,1.4650813,1.55071586,-0.0856345599999999,-5.845038087647419,False,1674.0,0.0034333499852345,0.0065592357926869,True,0.4229325414698434,0.447653109603811,-0.0247205681339675
500,12,2.5,sharp,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,0.90321936,0.90345188,-0.00023252,-0.0257434694491051,False,1705.0,0.0048108942146807,0.0089245573837556,True,0.2607369703166408,0.2608040930589367,-6.71227422959859e-05
500,12,2.5,sharp,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,0.67810839,0.67938421,-0.0012758199999999,-0.188143963238679,False,2476.0,0.8662073147584464,0.923954469075676,False,0.1957530307531218,0.1961213282633406,-0.0003682975102187
500,12,2.5,zigzag,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,1.3991392000000002,1.39944787,-0.0003086699999999,-0.0220614217656111,False,2413.0,0.7001689715399704,0.8222167739184973,False,0.4038966968768789,0.4039858022306742,-8.910535379535203e-05
500,12,2.5,zigzag,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,1.09337204,1.0918027099999998,0.0015693299999999,0.1435311991332792,True,2456.0,0.8124671821144986,0.8900106951706719,False,0.3156293208092051,0.3151762942602314,0.0004530265489736
